Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2,mal_oriente,best_match_cluster,match_score
synthetic,3,Sometimes / أحياناً,Late morning / متأخر الصباح,Less than 30 min / أقل من 30 دقيقة,Memory / الحفظ,2–4h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,3,No clear reason / لا سبب واضح,I ask the teacher / أسأل الأستاذ أو المعلم,Often / غالباً,Quite often / غالباً,"No, never / لا، أبداً",Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Rarely / نادراً,Sometimes / أحياناً,"Yes, I am the only one suffering / نعم، أنا الوحيد الذي يعاني",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,2–4h,Always / دائماً,Pressure motivates me / الضغط يحفزني,Never / أبداً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Once / مرة واحدة,A little anxious / قليلاً قلق,Not really / ليس تماماً,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,انصحه بعمل بجهد و تركيز في قسم عدم كلام أثناء شرح درس و استمتاع قليلا فقط 🤍,synthetic,2,0,0.6730368140609794,-1.6151188824699754,1,2,0.25424375200920396
synthetic,3,Rarely / نادراً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Late night / منتصف الليل,My room / غرفتي,Limited / محدودة,5–6h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,"No, never / لا، أبداً",Never / أبداً,Sometimes / أحياناً,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","No, never / لا، أبداً",Rarely / نادراً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,"Know you level. Whatever you chose, make sure to do it well so that you'll never regret. Be assured that as soon as there's life, there's hope too. You can do everything you want. Stay confident about yourself. ",synthetic,4,0,-1.273700232904131,-1.8007643213842708,1,4,0.1609334212638349
synthetic,1,Never / أبداً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Afternoon / بعد الظهر,Library / المكتبة,Almost none / شبه معدومة,5–6h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,Often / غالباً,Often / غالباً,Never / أبداً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,2–4h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Often / غالباً,1–2 days / 1-2 يوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,"Work hard from the first year, not untill you become forced to work hard later.",synthetic,1,0,1.0812049782293784,-1.1814006379579864,1,1,0.19559898205717507
synthetic,5,Sometimes / أحياناً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Almost none / شبه معدومة,7–8h,4,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Rarely / نادراً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Often / غالباً,2–4h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Rarely / نادراً,Sometimes / أحياناً,Same day / نفس اليوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Overwhelmed / مرهق,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Visual / بصري,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",قرا مزيان وبعد على المشتتات  ,synthetic,1,0,-1.0753674938081088,0.5969719299138192,1,1,0.3932799621481445
synthetic,3,Often / غالباً,Evening / المساء,Less than 30 min / أقل من 30 دقيقة,Other / أخرى,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Active / نشطة,5–6h,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,Always / دائماً,Often / غالباً,Often / غالباً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,"Yes, always / نعم، دائماً",Always / دائماً,Probably yes / على الأرجح نعم,"I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Rarely / نادراً,1–2h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Rarely / نادراً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Listening / سمعي,Not yet / ليس بعد,"No, never / لا، أبداً","Prepare before class, and ask without shame if you don’t understand.  
Review a little every day - it’s better than cramming the night before the exam.",synthetic,3,0,1.8618567878291403,1.4385209754897477,1,3,0.13704559762314808
synthetic,3,Rarely / نادراً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Memory / الحفظ,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,Sometimes / أحياناً,Often / غالباً,Often / غالباً,Often / غالباً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Often / غالباً,Maybe a little / ربما قليلاً,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,4–6h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Often / غالباً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Same / نفس الشيء,More than 3 times / أكثر من 3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably yes / ربما نعم,"Know you level. Whatever you chose, make sure to do it well so that you'll never regret. Be assured that as soon as there's life, there's hope too. You can do everything you want. Stay confident about yourself. ",synthetic,0,0,-0.4731022888213732,-0.2748583931247752,1,2,0.27003771130127735
synthetic,3,Often / غالباً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,2–4h,Morning / الصباح,Library / المكتبة,Very active / نشطة جداً,Less than 5h / أقل من 5 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,Quite often / غالباً,"No, never / لا، أبداً",Often / غالباً,It is my usual behavior / إنه سلوكي المعتاد,Almost all the time / تقريباً طوال الوقت,I even hide it from myself / أخفي حتى عن نفسي,"Yes, always / نعم، دائماً",Always / دائماً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably no / ربما لا,لا تأجل مهام اليوم إلى الغد وإلتزم بالخطط الدراسية ولا تراكم عليك الدروس للحظة الأخيرة و اعمل جيدا على تطوير نفسك ,synthetic,0,0,0.8012521153840886,0.829085722622126,1,3,0.14962749174956602
synthetic,4,Always / دائماً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Other / أخرى,1–2h,Evening / المساء,Library / المكتبة,Limited / محدودة,7–8h,4,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Sometimes / أحياناً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,4–6h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,Same day / نفس اليوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,استمر,synthetic,1,0,0.2870063691308362,1.690807201699011,1,4,0.08576667409531791
synthetic,3,Sometimes / أحياناً,Evening / المساء,Less than 30 min / أقل من 30 دقيقة,Critical thinking / التفكير النقدي,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Active / نشطة,5–6h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,Quite often / غالباً,"No, never / لا، أبداً",Often / غالباً,Often / غالباً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Always / دائماً,Maybe a little / ربما قليلاً,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,1–2h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Same / نفس الشيء,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد","Prepare before class, and ask without shame if you don’t understand.  
Review a little every day - it’s better than cramming the night before the exam.",synthetic,1,0,-0.3810556049449306,2.159439950146833,0,2,0.14511001346869112
synthetic,5,Always / دائماً,Afternoon / بعد الظهر,More than 2 hours / أكثر من ساعتين,Communication / التواصل,More than 4h / أكثر من 4 ساعات,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,Less than 5h / أقل من 5 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"Yes, exactly / نعم، تماماً",Often / غالباً,Never / أبداً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,Less than 1h / أقل من ساعة,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Listening / سمعي,Not yet / ليس بعد,"Yes, definitely / نعم، بالتأكيد",Love what you do to do what you love,synthetic,4,0,-0.5606140927966569,-0.2360620369324324,1,4,0.20594598373743456
synthetic,2,Sometimes / أحياناً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Afternoon / بعد الظهر,Café / المقهى,Limited / محدودة,5–6h,3,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,Quite often / غالباً,"No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,1–2h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",لا تضغط على نفسك الدراسة مجرد جزء من الحياة ليست حياتك بأكملها و في نفس الوقت لا تهملها فهي من ستساعدك قليلا في عيش تلك الحياة,synthetic,0,0,0.3430943726997983,-0.4044370600045163,1,0,0.3268311196829499
synthetic,1,Sometimes / أحياناً,Afternoon / بعد الظهر,Less than 30 min / أقل من 30 دقيقة,Communication / التواصل,2–4h,Morning / الصباح,My room / غرفتي,Active / نشطة,5–6h,2,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,Probably yes / على الأرجح نعم,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,1–2h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Often / غالباً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,Overwhelmed / مرهق,Somewhat / نوعاً ما,Yes / نعم,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",لا تأجل مهام اليوم إلى الغد وإلتزم بالخطط الدراسية ولا تراكم عليك الدروس للحظة الأخيرة و اعمل جيدا على تطوير نفسك ,synthetic,2,0,0.6031261873154811,-1.5519033016158712,1,2,0.40593077650803194
