Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2
synthetic,4,Rarely / نادراً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Limited / محدودة,5–6h,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"Yes, exactly / نعم، تماماً",Rarely / نادراً,Rarely / نادراً,Often / غالباً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Rarely / نادراً,Rarely / نادراً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,1–2h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Rarely / نادراً,1–2 days / 1-2 يوم,Same / نفس الشيء,Never / أبداً,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Probably yes / ربما نعم,ركز جيداً على تعلم اللغه الفرنسيه بأسرع وقت ، لتوفر عليك  الإحراج و المعانات الغير ضرورية.,synthetic,1,0,-1.1429849153522487,-0.36327574488499237
synthetic,3,Always / دائماً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,5–6h,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,Sometimes / أحياناً,Sometimes / أحياناً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Always / دائماً,Maybe a little / ربما قليلاً,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,2–4h,Rarely / نادراً,I often ignore them / أتجاهلها غالباً,Never / أبداً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Visual / بصري,Somewhat / نوعاً ما,Probably no / ربما لا,Everyone should think carefully before starting their career.,synthetic,1,0,-0.8424678681573116,0.7153464409838004
synthetic,4,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,5–6h,5,No clear reason / لا سبب واضح,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Rarely / نادراً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Always / دائماً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","No, never / لا، أبداً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Always / دائماً,2–4h,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Rarely / نادراً,1–2 days / 1-2 يوم,Better under pressure / أفضل تحت الضغط,More than 3 times / أكثر من 3 مرات,Very anxious / قلق جداً,Somewhat / نوعاً ما,No / لا,Visual / بصري,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",nqollo yeadel dik TP dlweb f S1 ka kont eadelto kan ykemelli 7 wmanrajaeshi n ratt,synthetic,1,0,-0.7817778325819452,-0.7853433878102181
synthetic,3,Often / غالباً,Evening / المساء,1–2 hours / 1-2 ساعة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Evening / المساء,My room / غرفتي,Active / نشطة,5–6h,3,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,Often / غالباً,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Often / غالباً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون",I stay silent / أبقى صامتاً/صامتة,Rarely / نادراً,2–4h,Never / أبداً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,It is my default mode / إنه نمطي الافتراضي,Sometimes / أحياناً,1–2 days / 1-2 يوم,Better under pressure / أفضل تحت الضغط,Never / أبداً,Very anxious / قلق جداً,Not really / ليس تماماً,No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,نضم و قتك,synthetic,1,0,1.890165374919943,-0.9329471953576876
synthetic,4,Always / دائماً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Other / أخرى,Less than 1h / أقل من ساعة,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,5–6h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,Less than 1h / أقل من ساعة,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,Same day / نفس اليوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,Very anxious / قلق جداً,Somewhat / نوعاً ما,Yes / نعم,Listening / سمعي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",عليك العمل بجد و اجتهاد للوصول الى المبتغى ,synthetic,4,0,0.11196853425055539,0.0371595400770636
synthetic,2,Sometimes / أحياناً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Other / أخرى,2–4h,Late night / منتصف الليل,Library / المكتبة,Very active / نشطة جداً,7–8h,5,No clear reason / لا سبب واضح,I ask a classmate / أسأل زميلاً,Always / دائماً,"Yes, exactly / نعم، تماماً",Always / دائماً,Often / غالباً,Never / أبداً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Always / دائماً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Better under pressure / أفضل تحت الضغط,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً",Probably yes / ربما نعم,توكل على الله، كل شيء يمر بسرعة، ولو واجهتك ضغوطات كن متأكدا أنها ستمر و ستفيدك، لا تستسلم، اعمل جاهدا، لاتؤجل عملك، ابني حلما و تذكره كلما يئست ,synthetic,4,0,1.0415390989696072,-0.04221187600530081
synthetic,1,Sometimes / أحياناً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Morning / الصباح,My room / غرفتي,Limited / محدودة,7–8h,1,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,Quite often / غالباً,"No, never / لا، أبداً",Often / غالباً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Never / أبداً,4–6h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",اعمل جيدا ما استطعت و خذ بالأسباب المتاحة و توكل على الله فهو حسبك، و احسن الظن به فوالله ما خاب قط من  توكل عليه,synthetic,3,0,0.9458184524966622,0.16575751583610354
synthetic,3,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,More than 4h / أكثر من 4 ساعات,Morning / الصباح,Library / المكتبة,Very active / نشطة جداً,7–8h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,It is my usual behavior / إنه سلوكي المعتاد,Often / غالباً,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Never / أبداً,"Yes, I am the only one suffering / نعم، أنا الوحيد الذي يعاني","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Rarely / نادراً,2–4h,Sometimes / أحياناً,I often ignore them / أتجاهلها غالباً,Often / غالباً,Often / غالباً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Listening / سمعي,"Yes, very clear / نعم، واضح جداً",Probably yes / ربما نعم,اعمل بجد ,synthetic,1,0,0.19991234252126147,0.94536082452869
synthetic,3,Rarely / نادراً,Late morning / متأخر الصباح,1–2 hours / 1-2 ساعة,Other / أخرى,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,Less than 5h / أقل من 5 ساعات,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,Quite often / غالباً,"No, never / لا، أبداً",Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Rarely / نادراً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,2–4h,Always / دائماً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,Never / أبداً,Very anxious / قلق جداً,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",اختر التخصص الذي تحبه واجتهد فيه 🫶🏻,synthetic,0,0,-0.7164093024127894,-0.2888575533502466
synthetic,3,Rarely / نادراً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Memory / الحفظ,Less than 1h / أقل من ساعة,Late night / منتصف الليل,Library / المكتبة,Limited / محدودة,Less than 5h / أقل من 5 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",I even hide it from myself / أخفي حتى عن نفسي,Sometimes / أحياناً,Rarely / نادراً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,More than 6h / أكثر من 6 ساعات,Often / غالباً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Same / نفس الشيء,2–3 times / 2-3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",لا تتعلق بالماضي امض بكل قوة نحو هدف جديد,synthetic,4,0,-1.0159001273984243,0.08372966575152796
synthetic,4,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Morning / الصباح,My room / غرفتي,Limited / محدودة,5–6h,2,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"No, never / لا، أبداً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,Less than 1h / أقل من ساعة,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,2–3 times / 2-3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,افعل ما ترتاح فيه ,synthetic,1,0,-0.5646402562983147,-1.0800454276654792
synthetic,1,Sometimes / أحياناً,Afternoon / بعد الظهر,Less than 30 min / أقل من 30 دقيقة,Memory / الحفظ,1–2h,Morning / الصباح,My room / غرفتي,Limited / محدودة,5–6h,1,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"Yes, exactly / نعم، تماماً",Rarely / نادراً,Often / غالباً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,1–2h,Sometimes / أحياناً,I often ignore them / أتجاهلها غالباً,Rarely / نادراً,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",Yes / نعم,Listening / سمعي,Not yet / ليس بعد,Probably yes / ربما نعم, تجنب الغياب ,synthetic,2,0,-0.7627844660942844,-1.4872385464584368
